지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
532,2010.10.29,2015.07.13,의정부,파주기상대(99),37.735,127.075,72,,,,
532,1998.04.14,2010.10.29,의정부,파주기상대(99),37.7355,127.0352,67,,,,
532,1991.11.12,1998.04.14,의정부,파주기상대(99),37.7355,127.0352,60,,,,
533,2017.08.25,~,신둔,,37.3267,127.4341,100.1,,,,
533,2015.07.13,2017.08.25,신둔,,37.3236,127.4361,103,,,,
533,2014.12.22,2015.07.13,신둔,이천지역기상서비스센터(203),37.3236,127.4361,103,,,,
533,2012.12.20,2013.05.06,하남창우,이천지역기상서비스센터(203),37.5391,127.2368,75,,,,
533,1998.05.13,2012.12.20,양수리,이천지역기상서비스센터(203),37.550,127.3333,48,,,,
533,1991.01.16,1998.05.13,양수리,수도권기상청(119),37.5422,127.3294,30,,,,
534,2017.08.25,~,장호원,,37.121,127.6106,113.2,,,,
534,2015.07.13,2017.08.25,장호원,,37.121,127.6106,87.29,,,,
534,2011.11.03,2015.07.13,장호원,이천지역기상서비스센터(203),37.121,127.6106,87.29,,,,
534,1991.11.17,2011.11.03,장호원,이천지역기상서비스센터(203),37.1147,127.6171,86.97,,,,
535,2015.07.13,~,서석,강릉(구 105),37.717,128.1826,313.14,,,,
535,2009.11.24,2015.07.13,서석,원주기상대(114),37.717,128.1827,312.87,,,,
535,1991.10.30,2009.11.23,서석,원주기상대(114),37.7116,128.1867,327,,,,
536,2015.07.13,~,횡성,강릉(구 105),37.4876,127.9724,110.52,,,,
536,2010.03.17,2015.07.13,횡성,원주기상대(114),37.4876,127.9724,110.52,,,,
536,1991.10.29,2010.03.17,횡성,원주기상대(114),37.470,127.880,128,,,,
537,2015.07.13,~,임계,강릉(구 105),37.4832,128.8459,488,,,,
537,2011.06.20,2015.07.13,임계,동해기상대(106),37.4832,128.8459,488,,,,
537,1999.05.24,2011.06.20,임계,동해기상대(106),37.4949,128.852,507.12,,,,
537,1991.10.31,1999.05.24,임계,동해기상대(106),37.4955,128.8539,480,,,,
538,2015.07.13,~,신서,,38.1725,127.103,82.18,,,,
538,1999.06.01,2015.07.13,신서,동두천지역기상서비스센터(98),38.1725,127.103,82.18,,,,
538,1998.03.24,1999.06.01,대광리,동두천지역기상서비스센터(98),38.1726,127.1088,200,,,,
538,1992.12.15,1998.03.24,대광리,철원기상대(95),38.1726,127.1088,197,,,,
539,2016.08.01,~,포천이동,,38.0241,127.3658,139.4,,,,
539,2015.07.13,2016.08.01,이동,,38.0241,127.3658,139.4,,,,
539,2015.04.29,2015.07.13,이동,동두천지역기상서비스센터(98),38.0241,127.3658,139.4,,,,
539,2010.10.19,2015.04.29,이동,동두천지역기상서비스센터(98),38.0237,127.3579,139.4,,,,
539,2001.01.05,2010.10.19,이동,동두천지역기상서비스센터(98),38.0333,127.3667,179,,,,
539,1998.11.26,2001.01.05,동두천,서울기상관측소(108),37.8991,127.0628,112.49,,,,
540,2015.07.13,~,고양,,37.6343,126.8917,100,,,,
540,2011.10.29,2015.07.13,고양,파주기상대(99),37.6343,126.8917,100,,,,
540,2010.11.03,2011.10.29,고양,파주기상대(99),37.6573,126.8719,54.5,,,,
540,2010.10.05,2010.11.03,고양,파주기상대(99),37.641,126.877,76,,,,
540,2010.08.16,2010.10.05,고양,인천기상대(112),37.6413,126.8774,76,,,,
540,1992.11.15,2010.08.15,고양,서울기상관측소(108),37.6413,126.8774,76,,,,
541,2015.07.13,~,남양주,,37.6528,127.1493,28,,,,
541,2011.11.26,2015.07.13,남양주,동두천지역기상서비스센터(98),37.6528,127.1493,28,,,,
541,2010.11.02,2011.11.24,남양주,동두천지역기상서비스센터(98),37.6539,127.1761,38.01,,,,
541,2010.10.05,2010.11.02,남양주,동두천지역기상서비스센터(98),37.650,127.180,37,,,,
541,2010.08.16,2010.10.05,남양주,인천기상대(112),37.650,127.180,37,,,,
541,1992.11.21,2010.08.15,남양주,서울기상관측소(108),37.650,127.180,37,,,,
542,1992.11.01,~,청평,,37.6841,127.3802,41.42,,,,
543,1999.10.07,~,영종도,인천기상대(112),37.499,126.5496,23.91,,,,
543,1992.11.16,1999.10.07,영종도,인천기상대(112),37.480,126.530,56,,,,
544,2011.11.11,~,전곡항,,37.2006,126.6534,8,,,,
544,1992.11.16,2011.11.11,대야,수도권기상청(119),37.4631,126.7827,69.35,,,,
545,2015.10.14,~,안산,,37.2811,126.8553,5.58,,,,
545,1992.11.14,2015.10.14,안산,,37.2804,126.8387,5.58,,,,
546,2016.08.01,~,경기광주,,37.4325,127.2614,119,,,,
546,2015.07.13,2016.08.01,광주,,37.4325,127.2614,119,,,,
546,2010.11.18,2015.07.13,광주,이천지역기상서비스센터(203),37.4325,127.2614,119,,,,
546,2001.03.21,2010.11.18,광주,이천지역기상서비스센터(203),37.400,127.2833,31,,,,
546,2000.03.06,2001.03.20,광주읍,이천지역기상서비스센터(203),37.400,127.2833,31,,,,
546,1992.11.07,2000.03.06,광주읍,수도권기상청(119),37.400,127.270,47,,,,
547,2015.07.13,~,양동,,37.4159,127.7549,109.97,,,,
547,2009.06.26,2015.07.13,양동,원주기상대(114),37.4159,127.7549,109.97,,,,
547,2000.11.21,2009.06.26,양동,원주기상대(114),37.4171,127.7583,118,,,,
547,1993.11.17,2000.11.21,양동,수도권기상청(119),37.4171,127.7583,92,,,,
548,2017.08.25,~,여주,,37.2688,127.6396,143.5,,,,
548,2015.07.13,2017.08.25,여주,,37.2688,127.6396,115.88,,,,
548,2009.09.11,2015.07.13,여주,이천지역기상서비스센터(203),37.2688,127.6396,115.88,,,,
548,1998.12.02,2009.09.11,여주,이천지역기상서비스센터(203),37.300,127.650,65,,,,
548,1992.11.04,1998.12.02,여주,수도권기상청(119),37.300,127.620,58,,,,
549,2016.04.28,~,용인,,37.2701,127.2218,83,,,,
549,2010.12.04,2016.04.28,용인,,37.2716,127.2249,84.36,,,,
549,1999.05.31,2010.12.04,용인,수도권기상청(119),37.250,127.200,93,,,,
549,1992.11.12,1999.05.31,용인,수도권기상청(119),37.2939,127.2041,76,,,,
550,2010.12.02,~,오산,,37.188,127.0487,40.2,,,,
550,2010.11.02,2010.12.02,오산,수도권기상청(119),37.183,127.050,46,,,,
550,1998.08.18,2010.11.02,오산,수도권기상청(119),37.1833,127.050,46,,,,
550,1992.11.03,1998.08.18,오산,수도권기상청(119),37.170,127.070,22,,,,
551,2010.11.01,~,평택,,36.9922,127.1124,36.49,,,,
551,1997.04.01,2010.11.01,평택,수도권기상청(119),37.000,127.070,36,,,,
551,1992.11.19,1997.04.01,평택,대전지방기상청(133),36.980,127.100,20,,,,
552,2015.07.13,~,김화,춘천기상대(101),38.2722,127.4245,238.38,,,,
552,2011.11.03,2015.07.13,김화,철원기상대(95),38.2723,127.4246,246,,,,
552,2009.10.23,2011.11.03,김화,철원기상대(95),38.2442,127.4287,216.56,,,,
552,1992.11.11,2009.10.22,김화,철원기상대(95),38.250,127.420,213,,,,
553,2015.07.13,~,대진,강릉(구 105),38.5038,128.4287,30.3,,,,
553,2001.01.05,2015.07.13,대진,속초기상대(90),38.5038,128.4287,30.3,,,,
553,1992.11.28,2001.01.05,현내,속초기상대(90),38.4984,128.4271,28,,,,
554,2015.07.13,~,미시령,강릉(구 105),38.2144,128.4371,770.48,,,,
554,1992.11.28,2015.07.13,미시령,속초기상대(90),38.2144,128.4371,770.48,,,,
555,2015.07.13,~,화천,춘천기상대(101),38.0964,127.7026,113,,,,
555,2011.06.17,2015.07.13,화천,철원기상대(95),38.0964,127.7026,113,,,,
555,2010.11.23,2011.06.17,화천,철원기상대(95),38.098,127.703,111,,,,
555,1999.05.14,2010.11.23,화천,철원기상대(95),38.120,127.730,121,,,,
555,1998.05.14,1999.05.14,화천,철원기상대(95),38.120,127.730,120,,,,
555,1992.11.06,1998.05.14,화천,춘천기상대(101),38.120,127.730,120,,,,
556,2009.09.02,~,양구,춘천기상대(101),38.098,127.9853,188.88,,,,
556,1992.11.04,2009.09.02,양구,춘천기상대(101),38.1056,127.9908,208,,,,
557,2011.11.01,~,기린,강릉(구 105),37.9526,128.3186,336.51,,,,
557,1992.11.04,2011.11.01,기린,강릉(구 105),37.9513,128.3209,323.86,,,,
558,1992.11.05,~,팔봉,춘천기상대(101),37.6861,127.7007,93.49,,,,
559,2015.07.13,~,내면,강릉(구 105),37.778,128.3973,574.54,,,,
559,2013.06.27,2015.07.13,내면,대관령기상대(100),37.778,128.3973,574.54,,,,
559,1992.11.07,2013.06.27,내면,대관령기상대(100),37.7739,128.3898,599.49,,,,
560,2015.07.13,~,진부,강릉(구 105),37.6479,128.5645,540.68,,,,
560,2011.10.31,2015.07.13,진부,대관령기상대(100),37.6479,128.5645,540.68,,,,
560,1992.11.08,2011.10.31,진부,대관령기상대(100),37.6701,128.5943,565.25,,,,
561,2015.07.13,~,청일,강릉(구 105),37.5822,128.1528,222.02,,,,
561,2009.10.16,2015.07.13,청일,원주기상대(114),37.5822,128.1528,222.02,,,,
561,1992.11.06,2009.10.16,청일,원주기상대(114),37.5816,128.1555,235,,,,
562,2016.08.01,~,영월주천,강릉(구 105),37.2754,128.2695,283,,,,
562,2015.07.13,2016.08.01,주천,강릉(구 105),37.2754,128.2695,283,,,,
562,2011.11.15,2015.07.13,주천,영월기상대(121),37.2754,128.2695,283,,,,
562,1992.11.08,2011.11.15,주천,영월기상대(121),37.2722,128.269,261.82,,,,
563,2015.12.24,~,북평,강릉(구 105),37.4634,128.6829,358,,,,
563,2015.07.13,2015.12.24,북평,강릉(구 105),37.4634,128.6829,358,,,,
563,2012.06.27,2015.07.13,북평,영월기상대(121),37.4634,128.6829,358,,,,
563,2007.08.02,2012.06.27,남면,영월기상대(121),37.2688,128.7406,435.97,,,,
563,1992.11.07,2007.08.02,문곡,영월기상대(121),37.2647,128.7466,435,,,,
565,2013.12.11,~,시흥,,37.3916,126.7784,7,,,,
565,1993.03.11,2013.12.11,시흥,수도권기상청(119),37.340,126.785,23.01,,,,
566,2016.07.11,~,연곡,강릉(구 105),37.8515,128.8192,7.9,,,,
566,2010.12.13,2016.07.11,연곡,강릉(구 105),37.8516,128.8192,7.94,,,,
566,1993.03.06,2010.12.13,연곡,강릉(구 105),37.820,128.700,226,,,,
567,2015.07.13,~,적성,,37.9533,126.9318,70.34,,,10.000,
567,2009.05.13,2015.07.13,적성,파주기상대(99),37.9533,126.9318,70.34,,,10.000,
567,2002.01.04,2009.05.12,적성,파주기상대(99),37.9483,126.913,47,,,,
567,1998.04.14,2002.01.04,적성,동두천지역기상서비스센터(98),37.9483,126.913,140,,,,
567,1993.11.16,1998.04.14,적성,서울기상관측소(108),37.9483,126.913,140,,,,
568,2015.07.30,~,일동,,37.9587,127.3135,162,,,,
568,2015.07.13,2015.07.30,일동,,37.9613,127.3172,171.74,,,,
568,2007.08.30,2015.07.13,일동,철원기상대(95),37.9613,127.3172,171.74,,,,
568,2004.10.28,2007.08.30,일동,철원기상대(95),37.9613,127.3174,174,,,,
568,1993.10.20,2004.10.28,일동,철원기상대(95),37.9522,127.3179,190,,,,
569,2015.07.13,~,구리,,37.5823,127.1569,24,,,,
569,2011.11.30,2015.07.13,구리,동두천지역기상서비스센터(98),37.5823,127.1569,24,,,,
569,2010.10.05,2011.11.24,구리,동두천지역기상서비스센터(98),37.5947,127.1296,66.06,,,,
569,2010.08.16,2010.10.05,구리,인천기상대(112),37.5994,127.1312,66,,,,
569,1993.10.20,2010.08.15,구리,서울기상관측소(108),37.5994,127.1312,66,,,,
570,2010.12.14,~,금곡,인천기상대(112),37.6232,126.6424,35,,,,
570,1999.09.05,2010.12.14,양곡,인천기상대(112),37.6215,126.6472,61,,,,
570,1993.09.11,1999.09.05,양곡,인천기상대(112),37.6549,126.6254,27,,,,
571,1997.05.19,~,화성,,37.1956,126.8201,54.63,,,,
571,1993.11.15,1997.05.19,서신,수도권기상청(119),37.170,126.720,19,,,,
572,2010.11.01,~,성남,,37.4209,127.1247,28.72,,,,
572,2010.10.05,2010.11.01,성남,수도권기상청(119),37.442,127.140,25.4,,,,
572,2010.08.16,2010.10.05,성남,인천기상대(112),37.4415,127.1404,25.4,,,,
572,2007.08.28,2010.08.15,성남,서울기상관측소(108),37.4415,127.1404,25.4,,,,
572,1993.09.06,2007.08.28,성남,서울기상관측소(108),37.421,127.1248,25.4,,,,
573,2015.07.13,~,청운,,37.5565,127.7139,120,,,,
573,2012.12.17,2015.07.13,청운,이천지역기상서비스센터(203),37.5565,127.7139,120,,,,
573,1993.11.17,2012.12.17,청운,이천지역기상서비스센터(203),37.5563,127.7106,126.84,,,,
574,2015.07.13,~,대신,,37.3694,127.5901,40,,,,
574,2012.12.17,2015.07.13,대신,이천지역기상서비스센터(203),37.3694,127.5901,40,,,,
574,1993.11.05,2012.12.17,대신,이천지역기상서비스센터(203),37.3751,127.5865,51.31,,,,
575,2017.08.25,~,용인이동,,37.1058,127.1877,48.1,,,,
575,2016.08.01,2017.08.25,용인이동,,37.106,127.188,48,,,,
575,2014.12.23,2016.08.01,이동,,37.106,127.188,48,,,,
575,1993.11.17,2014.12.23,이동,수도권기상청(119),37.1399,127.198,59,,,,
576,2017.08.25,~,백암,,37.1297,127.3663,135.9,,,,
576,2015.07.13,2017.08.25,백암,,37.1268,127.3686,114,,,,
576,2014.12.04,2015.07.13,백암,이천지역기상서비스센터(203),37.1268,127.3686,114,,,,
576,1993.11.16,2014.12.04,백암,이천지역기상서비스센터(203),37.1634,127.3755,111.98,,,,
577,1993.09.04,~,장봉도,인천기상대(112),37.5341,126.3365,10.38,,,,
578,2015.07.13,~,호도,대전지방기상청(133),36.3011,126.2664,10,,,,
578,2013.12.18,2015.07.13,호도,보령지역기상서비스센터(235),36.3011,126.2664,10,,,,
578,1993.09.13,2013.12.17,용유도,인천기상대(112),37.450,126.420,15,,,,
579,2015.07.13,~,하장,강릉(구 105),37.3669,128.9133,609.21,,,,
579,2012.12.07,2015.07.13,하장,동해기상대(106),37.3666,128.9129,615,,,,
579,1993.09.14,2012.12.07,하장,동해기상대(106),37.3495,128.9431,653.84,,,,
580,2015.07.13,~,옥계,강릉(구 105),37.6135,129.0289,58.38,,,,
580,2012.11.07,2015.07.13,옥계,동해기상대(106),37.6135,129.0288,48,,,,
580,1993.09.13,2012.11.07,옥계,동해기상대(106),37.6126,129.0378,15.06,,,,
581,2015.07.13,~,상동,강릉(구 105),37.1164,128.7742,420,,,,
581,2010.12.10,2015.07.13,상동,영월기상대(121),37.1164,128.7742,420,,,,
581,2007.08.01,2010.12.10,상동,영월기상대(121),37.1293,128.8292,509,,,,
581,2004.03.25,2007.08.01,상동,영월기상대(121),37.1293,128.8292,509,,,,
581,1993.09.09,2004.03.25,상동,영월기상대(121),37.1409,128.8385,510,,,,
582,2015.07.13,~,신림,강릉(구 105),37.2314,128.0799,330.28,,,,
582,2013.11.01,2015.07.13,신림,원주기상대(114),37.2314,128.0799,330.28,,,,
582,2010.11.24,2013.10.29,신림,원주기상대(114),37.2314,128.0799,327,,,,
582,2007.08.14,2010.11.24,신림,원주기상대(114),37.2278,128.0829,331,,,,
582,1993.09.07,2007.08.14,신림,원주기상대(114),37.2278,128.0829,331,,,,
583,2015.07.13,~,안흥,강릉(구 105),37.4646,128.1551,530,,,,
583,2013.12.26,2015.07.13,안흥,원주기상대(114),37.4646,128.1551,530,,,,
583,2007.08.13,2013.12.26,안흥,원주기상대(114),37.4125,128.1561,430.66,,,,
583,1993.09.08,2007.08.13,안흥,원주기상대(114),37.410,128.1568,430,,,,
584,1993.09.08,2010.12.04,정선북,영월기상대(121),37.4711,128.7245,386,,,,
585,1993.10.19,~,신남,강릉(구 105),37.966,128.0834,236.41,,,,
586,2015.08.05,~,북산,춘천기상대(101),38.0321,127.8769,226,,,,
586,1993.10.19,2015.08.05,북산,춘천기상대(101),37.9876,127.8858,240.61,,,,
587,2012.10.08,~,방산,춘천기상대(101),38.2262,127.9505,280,,,,
587,1993.10.08,2012.10.08,방산,춘천기상대(101),38.2091,127.9495,262.19,,,,
588,1993.10.20,~,남산,춘천기상대(101),37.7918,127.6462,93.59,,,,
589,2017.08.25,~,능곡,,37.7024,126.7903,82.1,,,,
589,2015.07.13,2017.08.25,능곡,,37.7024,126.7903,58,,,,
589,2012.07.17,2015.07.13,능곡,파주기상대(99),37.7024,126.7903,58,,,,
589,2010.08.16,2012.07.17,능곡,파주기상대(99),37.6205,126.7943,11.51,,,,
589,1994.12.11,2010.08.15,능곡,서울기상관측소(108),37.6372,126.7586,10,,,,
590,2010.12.14,~,과천,,37.4404,127.0024,44.35,,,,
590,2010.11.01,2010.12.14,과천,수도권기상청(119),37.426,126.989,70,,,,
590,2010.10.05,2010.11.01,과천,수도권기상청(119),37.426,126.989,70,,,,
590,2010.08.16,2010.10.05,과천,인천기상대(112),37.4263,126.9887,70,,,,
590,2007.08.29,2010.08.15,과천,서울기상관측소(108),37.4263,126.9887,70,,,,
590,1994.12.12,2007.08.29,과천,서울기상관측소(108),37.4263,126.9887,70,,,,
591,2015.07.13,~,치악산,강릉(구 105),37.4155,128.0505,268.45,,,,
591,2009.09.01,2015.07.13,치악산,원주기상대(114),37.4155,128.0505,268.45,,,,
591,2007.08.15,2009.09.01,치악산,원주기상대(114),37.430,128.030,282,,,,
591,1994.12.15,2007.08.15,치악산,원주기상대(114),37.430,128.030,282,,,,
592,2015.07.13,~,부론,강릉(구 105),37.2316,127.7487,52,,,,
592,2011.11.01,2015.07.13,부론,원주기상대(114),37.2316,127.7487,52,,,,
592,2007.08.16,2011.11.01,부론,원주기상대(114),37.2075,127.7505,64.08,,,,
592,1994.12.16,2007.08.16,부론,원주기상대(114),37.2045,127.753,64,,,,
593,2011.11.02,~,양양영덕,강릉(구 105),38.0074,128.5407,146.05,,,,
593,1994.12.14,2011.11.01,서림,강릉(구 105),37.9811,128.5265,159.8,,,,
594,2013.12.12,~,서화,강릉(구 105),38.2533,128.210,316,,,,
594,2007.08.17,2013.12.12,서화,춘천기상대(101),38.2183,128.2085,311,,,,
594,1994.12.13,2007.08.17,서화,속초기상대(90),38.2168,128.2102,311,,,,
595,2015.07.13,~,진부령,강릉(구 105),38.2664,128.374,596.25,,,,
595,2009.06.29,2015.07.13,진부령,속초기상대(90),38.2664,128.374,596.25,,,,
595,2007.08.08,2009.06.29,진부령,속초기상대(90),38.2664,128.374,600.6,,,,
595,2006.11.29,2007.08.08,진부령,속초기상대(90),38.2664,128.374,600.6,,,,
595,1998.04.27,2006.11.29,진부령,속초기상대(90),38.2667,128.3833,620,,,,
595,1994.12.13,1998.04.27,진부령,속초기상대(90),38.260,128.380,520,,,,
596,2012.11.15,~,오색,강릉(구 105),38.077,128.4932,237.73,,,,
596,2007.08.07,2012.11.15,오색,강릉(구 105),38.0775,128.451,337.35,,,,
596,1994.12.14,2007.08.07,오색,강릉(구 105),38.070,128.450,337,,,,
597,2015.07.13,~,대화,강릉(구 105),37.5455,128.4411,561.08,,,,
597,2012.11.16,2015.07.13,대화,대관령기상대(100),37.5455,128.4411,562.81,,,,
597,2007.08.03,2012.11.16,대화,대관령기상대(100),37.5009,128.4585,445.58,,,,
597,1994.12.15,2007.08.03,대화,대관령기상대(100),37.4927,128.4594,445,,,,
598,2015.07.13,~,양주,,37.8312,126.9905,85.22,,,,
598,2003.10.19,2015.07.13,양주,파주기상대(99),37.8312,126.9905,85.22,,,,
598,1998.04.14,2003.10.19,양주,파주기상대(99),37.830,127.000,106,,,,
598,1995.02.11,1998.04.14,광적,서울기상관측소(108),37.830,127.000,78,,,,
599,2015.07.13,~,광릉,,37.7617,127.1698,101.49,,,,
599,1998.04.14,2015.07.13,광릉,동두천지역기상서비스센터(98),37.7617,127.1698,101.49,,,,
599,1992.02.15,1998.04.14,광릉,서울기상관측소(108),37.7538,127.1722,104,,,,
600,2017.08.25,~,금왕,청주기상대(131),36.9737,127.5898,132,,,,
600,2015.07.13,2017.08.25,금왕,청주기상대(131),36.9737,127.5897,131.98,,,,
600,2011.11.01,2015.07.13,금왕,충주지역기상서비스센터(127),36.9737,127.5897,131.98,,,,
600,2001.06.19,2011.11.01,금왕,충주지역기상서비스센터(127),36.9882,127.6003,100,,,,
600,1990.06.04,2001.06.19,금왕,충주지역기상서비스센터(127),36.9882,127.6003,100,,,,
601,2017.08.25,~,단양,청주기상대(131),36.9855,128.3669,184.2,,,,
601,2015.07.13,2017.08.25,단양,청주기상대(131),36.9855,128.3669,184.21,,,,
601,1990.06.05,2015.07.13,단양,충주지역기상서비스센터(127),36.9855,128.3669,184.21,,,,
602,2011.09.30,~,진천,청주기상대(131),36.8539,127.4297,90.45,,,,
602,1990.06.06,2011.09.30,진천,청주기상대(131),36.8539,127.4297,91.98,,,,
603,2017.08.25,~,괴산,청주기상대(131),36.8161,127.7776,120.5,,,,
603,2001.06.19,2017.08.25,괴산,청주기상대(131),36.800,127.800,127,,,,
603,1990.06.07,2001.06.19,괴산,청주기상대(131),36.800,127.800,115,,,,
604,2015.07.13,~,옥천,청주기상대(131),36.300,127.5965,117.84,,,,
604,2005.08.05,2015.07.13,옥천,추풍령지역기상서비스센터(135),36.300,127.5965,117.84,,,,
604,1990.06.10,2005.08.05,옥천,대전지방기상청(133),36.300,127.580,110,,,,
605,2015.07.13,~,영동,청주기상대(131),36.1631,127.7598,137.14,,,,
605,1990.06.11,2015.07.13,영동,추풍령지역기상서비스센터(135),36.1631,127.7598,137.14,,,,
606,2015.12.23,~,대산,,37.011,126.388,16,,,,
606,2011.11.21,2015.12.23,대산,,37.011,126.388,16,,,,
606,1999.01.07,2011.11.21,대산,홍성기상대(서산 129),36.9984,126.454,14.82,,,,
606,1998.12.08,1999.01.07,대산,홍성기상대(서산 129),36.9833,126.450,6,,,,
606,1990.06.07,1998.12.08,대산,홍성기상대(서산 129),36.9367,126.4363,29,,,,
607,2017.08.25,~,근흥,,36.6731,126.1354,9.7,,,,
607,1997.11.07,2017.08.25,근흥,,36.6667,126.150,8,,,,
607,1990.06.12,1997.11.07,근흥,홍성기상대(서산 129),36.680,126.170,10,,,,
